_id,TweetID,Text
68a5bea01ec1fa2c5e97682d,1.21475e+18,"the democrat party reached a new low in a vicious attack against israel that was full of lies rep rashida tlaib actually wore the jihad war scarf keffiyeh on the floor of the house of representatives 

is this is being reported by our nonbiased media  httpstcojmbwt8b0cg"
68a5bea01ec1fa2c5e97682e,1.24663e+18,"bismofunyunsss jlineberry berniesanders how did mose knew to arrange the children of israel in the form of a cross in numbers  

also 

and moses made a serpent of brass and put it upon a pole and it came to pass that if a serpent had bitten any man when he beheld the serpent of brass he lived
numbers 219 kjv httpstcorvr6xjifbv"
68a5bea01ec1fa2c5e97682f,1.22261e+18,joann54819331 jb62154 sexcounseling robertrlocklea5 dbongino mittromney lisamurkowski senatorcollins israel has been destroying palestinians and stealing their land for decades the usa is drilling oil in palestine thats theft they are invading another countryremember poland
68a5bea01ec1fa2c5e976830,1.23213e+18,stunning how gratuitously and galactically stupid sanders attack on aipac israel defense of castro are whats the point satisfying his base ideological conviction either way shape of things to come httpstcokssucqt9dw
68a5bea01ec1fa2c5e976831,1.22407e+18,frankpercival yorkshirelady3 leave my timeline you re a marxist and anti israel
68a5bea01ec1fa2c5e976832,1.24563e+18,breaking israel pm netanyahu entered selfquarantine until next wednesday
68a5bea01ec1fa2c5e976833,1.21696e+18,rt anniebwansford i love visiting new countries and on the list now is israel after a few hours i love tel aviv httpstcolckjxpmvan
68a5bea01ec1fa2c5e976834,1.24729e+18,"beautiful to see christians and jews come together to help the impoverished in israel

httpstcog6mxrhvq1n"
68a5bea01ec1fa2c5e976835,1.25318e+18,ar26389717 a massive number of people in bani israel were doing bukwas allah did it to shut their mouth
68a5bea01ec1fa2c5e976836,1.21791e+18,rachael_swindon knightrgb i agree however there are many people who say it is antisemetic to challenge the israeli government at allits a word used to often now by people who don t understand it it s antisemetic to challenge the existence of the jewish community and it s people not a governments action
68a5bea01ec1fa2c5e976837,1.24777e+18,gerrysimpsonhrw hrw israel isn t occupying gaza and there s no blockade on medical supplies nor is israel responsible for hamas  decision to prioritize terror tunnels and rockets over the health care system in gaza
68a5bea01ec1fa2c5e976838,1.23884e+18,this is so stupid that israel is also almost out of toilet paper in our stores bc we make it here not in china people are so f dumb
68a5bea01ec1fa2c5e976839,1.23109e+18,protection is very needed by all in these times especially the children of israel satan is lurking at an all time high for the righteous especially because most of the world has turned to a reprobated mind which means their souls are already his to say the very least
68a5bea01ec1fa2c5e97683a,1.2211e+18," israel gym  

 latias 

gym  don quixote 
city  ramat gan 
team  
time  xx31

3205097134776826
expassgym
pokemongo"
68a5bea01ec1fa2c5e97683b,1.23199e+18,"breaking an israeli mother is taking cover with her son as at least 20 rockets were fired at southern israel right now gaza 

please pray  httpstcox0riugudhm"
68a5bea01ec1fa2c5e97683c,1.21319e+18,"iran lied to america and the west

iran funds terror against america and israel

why did obama and biden send them 1 billion in cash

did they get anything in return

why is john kerry allowed to secretly negotiate in defiance of the logan act

investigate these ties to iran"
68a5bea01ec1fa2c5e97683d,1.23303e+18,ive never been more ashamed to say i ever supported israel
68a5bea01ec1fa2c5e97683e,1.23473e+18,mrbesseder bds_australia hey hey bibi win and viva bib am israel hai
68a5bea01ec1fa2c5e97683f,1.21797e+18,regretjap123 romanticdesert bowlclogger69 diaspora boy vs israel man httpstcowkgi4fxmng
68a5bea01ec1fa2c5e976840,1.21393e+18,report obama thwarted israeli plan to kill soleimani in 2015 by leaking details to iran  breaking israel news  latest news biblical perspective httpstcovbevqhkrhy
68a5bea01ec1fa2c5e976841,1.21639e+18,from india to hungary to the us    israel finds comfort with the most repressive and totalitarian regimes in the world its what it is
68a5bea01ec1fa2c5e976842,1.21267e+18,"israel starts the new year by demolishing a palestinian house in jerusalem this morning

happynew2020 palestine httpstco7mv4zsmkbq"
68a5bea01ec1fa2c5e976843,1.2243e+18,israel has played a key role in us aggression towards iran httpstcoj5sca84tku congress nyc texas florida california london paris munich madrid canada ohio kentucky iowa tennessee arazona nevada iran iraq
68a5bea01ec1fa2c5e976844,1.21725e+18,rt marie_kate2 antisemitism election row was stoked by israel labour report says httpstcomruswvgd2q via telegraph
68a5bea01ec1fa2c5e976845,1.24644e+18,"mutedlavender isabelle
israel
really makes  you think"
68a5bea01ec1fa2c5e976846,1.21753e+18,"breaking

israel strikes terror targets in the gaza strip as a response to rockets fired this past week at civilian areas 

freegazafromhamas httpstcomsnibtfmqb"
68a5bea01ec1fa2c5e976847,1.24153e+18,"ipitydafool ggreenwald israel funds and arms hamas

zionist coward"
68a5bea01ec1fa2c5e976848,1.23352e+18,"the boycott movement bds against israel is so obviously rooted in antisemitism 

it is telling that nations such as germany and austria  who know exactly what antisemitic boycotts look like  wont tolerate it at all 

they know what it is and where it leads"
68a5bea01ec1fa2c5e976849,1.24836e+18,istanbultelaviv so israel is expected to allow the shipment of aid to palestinian authorities what should we understand from it there is no official public explanation from both states yet i have no trust that this could work out good for palestinians in any way
68a5bea01ec1fa2c5e97684a,1.22906e+18,you dont get to label anyone critical of israel and the weaponisation of antisemitism as a crank and label the evidenceless claims of former guido employees as something to be taken seriously and then be angry rlb took the only stance that wouldnt lead to mass condemnation
68a5bea01ec1fa2c5e97684b,1.24754e+18,barghouti saving our own asses more important than boycotting israel  httpstcosucfwjukwj via mideastbeasties
68a5bea01ec1fa2c5e97684c,1.23951e+18,"netanyahu makes special request to prime minister narendra modi to help israel fight coronavirus pandemic india lifts ban on export of pharmaceuticals

httpstcora5kgab3in"
68a5bea01ec1fa2c5e97684d,1.22439e+18,it s telling and crazy if you stand back to see pronetanyahu media in israel warn a us president so far slavishly supportive of their agenda that he risks his us evangelical support by delaying acceptance of israeli annexation of a chunk of the west bank httpstcomm8ksdkj67
68a5bea01ec1fa2c5e97684e,1.21516e+18,robertcp bilbalbag criticising the israel gov is not as so know one should check themselves for these cranks abuse against a jewish person is as  criticising zionism is not i get what you mean tho
68a5bea01ec1fa2c5e97684f,1.24069e+18,from sheba hospital in israel which is handling coronavirus patientsnational strategy was containment mitigation and increasing capacity for coronavirus patients and develop a strategy to separate corona patients from other patients heavily dependent on diagnostics
68a5bea01ec1fa2c5e976850,1.23064e+18,god told me to eat like israel
68a5bea01ec1fa2c5e976851,1.23603e+18,ilsestosanso abdullahzone dannydanon in the 1960s as part of an ongoing effort to destroy israel and israels neighbours wish for the military occupation to cease then they know they have one option and thats to demonstrate incontrovertibly that they have given up violence against israel forever
68a5bea01ec1fa2c5e976852,1.254e+18,41 it was after that washington post report of course that we learned from abc and the times of israel that in fact trumps team did recognize the growing pandemic threat in november 2019 its just that it did nothing about it nor chinas pandemicoriented trade demands
68a5bea01ec1fa2c5e976853,1.21569e+18, rightwing and farright movements and political parties across the world also idolise israel as they view the zionist colonial project as a successful model of european domination over the indigenous populations of developing countries  httpstcomeraamjh9u
68a5bea01ec1fa2c5e976854,1.23955e+18,rt qiss0rkid go to israel pls  we dont need you
68a5bea01ec1fa2c5e976855,1.22238e+18, and jabez called on the god of israel saying  oh that you would bless me indeed and enlarge my territory that your hand would be with me and that you would keep me from evil that i may not cause pain  so god  httpstco5xzg1vqxwt
68a5bea01ec1fa2c5e976856,1.24074e+18,israel breaking netanyahu people of israel are ordered to stay at home for 7 days it is now a command police will enforce it
68a5bea01ec1fa2c5e976857,1.25526e+18,ever since trump took office in 2016 israel has built more illegal settlements on palestinian land and displaced more families than in previous years now israel plans to begin annexing entire swathes of land in the west bank  httpstco1m1wdgxflu httpstcoxti6vs6f3f
68a5bea01ec1fa2c5e976858,1.21888e+18,"a big discussion on whether to ask the communitys deputies what they think about israel
israelsurvey
marievanderzyl is against the survey but said the boardofdeputies is democratic
labourleadershipelection 
the boardofdeputies is divided on the question of israel"
68a5bea01ec1fa2c5e976859,1.21367e+18,"there are more arabs in israel 
 than there are jews in europe

there are more jews in borehamwood synagogue 
 than there are jews in the arab world

think about that"
68a5bea01ec1fa2c5e97685a,1.21543e+18,rt beholdisrael 50 years record of rainfalls in israel within the last two weeks the level of the sea of galilee is rising very fast
68a5bea01ec1fa2c5e97685b,1.24451e+18,today is the 44th palestinelandday   the day we remember the palestinian lives israel shot amp killed from the galilee to the negev httpstco1904tb7mjb
68a5bea01ec1fa2c5e97685c,1.21809e+18,rt mondoweiss rt aliabunimah the operative who admits that the israel lobby  slaughtered  jeremycorbyn is so embarrassed by this confession video that he is trying to remove copies from the internet including the one published by intifada watch i  httpstco40gbc1zdwk
68a5bea01ec1fa2c5e97685d,1.21296e+18,the threat of democratic fatigue in israel is real   around its election and its choices around the us   httpstcookxaw8wg2h
68a5bea01ec1fa2c5e97685e,1.24832e+18,"thank you my dear friend narendramodi prime minister of india for sending chloroquine to israel

all the citizens of israel thank you  httpstcohdaskyzck4"
68a5bea01ec1fa2c5e97685f,1.24247e+18,they dumped him like trash palestinian with suspected coronavirus symptoms thrown out of israel httpstcoyx2dbepcxo
68a5bea01ec1fa2c5e976860,1.21385e+18,rt reuters netanyahu in apparent stumble calls israel nuclear power httpstcokzszctmj3d httpstcooq4pwfozlp
68a5bea01ec1fa2c5e976861,1.21474e+18,"3 example in 2012 assassins kill an iranian nuclear chemist likely directed by israel iran promises revenge 

where does the ultimate revenge take place 

a month later in georgia india and thailand where israeli diplomats are targeted with bombs

httpstcoqel7jkzqhd httpstcoqekqp7ddg4"
68a5bea01ec1fa2c5e976862,1.23427e+18,"if they wanna intercept mortar shells iron dome is a great option but it needs a handshake with israel 

sorry raytheon"
68a5bea01ec1fa2c5e976863,1.23852e+18,rt timesofisrael coronavirus cases in israel rise to 143 3 patients in serious condition httpstcozlbljbwlrs
68a5bea01ec1fa2c5e976864,1.2508e+18,mylastrollo maybe one day israel might liberate the palestinians
68a5bea01ec1fa2c5e976865,1.25598e+18,israel is under attack join the fight to protect israel from the boycott divestment and sanctions bds campaign httpstcognyzomccpk
68a5bea01ec1fa2c5e976866,1.23469e+18,rt america1timfaze israel amp usa wins as bb netanyahu wins reelection  httpstco3xzy3lvfse via america1timfaze
68a5bea01ec1fa2c5e976867,1.24727e+18,prime minister benjamin netanyahu and the people of israel pray for the speedy and full recovery of our friend british prime minister borisjohnson  httpstcognope4ulr1
68a5bea01ec1fa2c5e976868,1.25271e+18,"congratulations israel on netanyahu amp gantzbe forming a new government 

keen to continue the important cooperation and build on our relationship

looking forward to further  and  successes as we enter the 70th year of diplomatic relations"
68a5bea01ec1fa2c5e976869,1.2124e+18,"looming confrontation what lies ahead for israel and middle east in 2020

httpstcospyqnpghnz"
68a5bea01ec1fa2c5e97686a,1.22534e+18,europe kowtows to israeli apartheid  via newsfusionapps israel news httpstcojrhl5wpiuj
68a5bea01ec1fa2c5e97686b,1.23762e+18,"trump banned muslim and african immigrants
trump sanctified israel war crimes in palestine
trump withdrew us from paris climate accord
trump gave record tax cut to the rich
trump cut welfare programs
trump lauded nazis as fine people

none of these things biden did as vp"
68a5bea01ec1fa2c5e97686c,1.23791e+18,mangaluru  to fight terrorism india should ally with israel china  subramanian httpstco3eu3vi6utp
68a5bea01ec1fa2c5e97686d,1.2288e+18,rt standwithus breaking red alert sirens in southern israel details to follow httpstcorbqs1nl5p8
68a5bea01ec1fa2c5e97686e,1.22826e+18,vviewssonicmair i think its because israel has something on them i could be wrong though 
68a5bea01ec1fa2c5e97686f,1.24309e+18,"dr israel who died had his results delayed while bongbong marcos who just arrived from spain amd entire staff have had their results immediately wow

if youre not outraged by this youre part of the problem httpstcodmzdoiap7q"
68a5bea01ec1fa2c5e976870,1.23621e+18,rt samwhuut wtf even you dont like israel you cant do this it is do disrespectful please dont disrecpect your shoes
68a5bea01ec1fa2c5e976871,1.21495e+18,israel does not control congress it merely controls 98 of the 100 senators amp randpaul was almost killed thats why it must still conduct surveillance amp covert lobbying in the us we send them 4 billyr for critical defense needs lobbyingspying here in us foreignagents
68a5bea01ec1fa2c5e976872,1.21672e+18,"indonesia devastating floods 66 people have died more than 36000 displaced

in the past israel offered humanitarian aid to indonesia  but it was rejected due to antiisrael hate 

i pray for indonesia from israel  httpstcoiu6141wxup"
68a5bea01ec1fa2c5e976873,1.21329e+18,"here s why trump s admin entertains the thought of war w iran  i d like to add one more
it makes israel russia amp saudi arabia very happy but for different reasons for russiasaudis it jacks up the price of oil their largest industryampthe israelis nemesis has always been iran httpstco4hfvptbxpy"
68a5bea01ec1fa2c5e976874,1.21601e+18,"rt sebgorka so ilhanmn hates israel and defends iran 

   now do you understand"
68a5bea01ec1fa2c5e976875,1.23517e+18,idf soldiers across israel took a break from their exercises to exercise their right to vote israelex2020  httpstcokg4hutsjfn
68a5bea01ec1fa2c5e976876,1.24389e+18,"41 years ago israel and egypt signed a peace treaty 

israel is a country that seeks peace with its neighbours 

it s time for peace in the middle east wars belong in the past httpstcoenrsr64lkt"
68a5bea01ec1fa2c5e976877,1.21459e+18,reddogt3 i think israel is blowing the palestinians away with their illegal occupation
68a5bea01ec1fa2c5e976878,1.24293e+18,soon in israel due to coronavirus michaelsanewman the68gote gianlui91580067 lackboys3 roni4488 208juliet ibutterfly34 james_anderssen jd_usa7 lizbeth_hineni miri20529266 theantiantizio1 peterproud9 irishchutzpah pammyreign keepsmile912 americanzionism httpstcoonddtra8dk
68a5bea01ec1fa2c5e976879,1.23274e+18,bernie sanders boycotts proisrael americans httpstco8k0qiohmzh via yahoo
68a5bea01ec1fa2c5e97687a,1.2139e+18,all hell is breaking loose in the middle east and i m sitting here in israel like httpstcozrt1ci2vgn
68a5bea01ec1fa2c5e97687b,1.24492e+18,"realdonaldtrump 

you know us israel relation is not getting to its high potential you probably know who can help americans should be liking to have their ally standing in middle east but it wont happen as well as we need wo your helping the first hit was iron dome"
68a5bea01ec1fa2c5e97687c,1.22406e+18,rt stanm3 they come to germany as refugees and scream for israel to leave httpstco6pjsh9ftfu
68a5bea01ec1fa2c5e97687d,1.22228e+18,ajenglish ok its ok no problem but where are those liberal champs who say israel is only democracy this man is talking about control because kings ruled here isnt that a 30004000 years old phenomenon how will you rationalize it in present context
68a5bea01ec1fa2c5e97687e,1.23045e+18,"jewish bernie sanders is not afraid to speak out against israel
httpstcoo4bqbbfrfi
we need more politicians who do not keep quiet about the appalling behaviour of governments 
worldnews
america 
labourleadership"
68a5bea01ec1fa2c5e97687f,1.21425e+18,breaking israeli prime minister netanyahu told security cabinet that israel wasnt involved in the killing of soleimani and stressed it is a us event and we should stay out of it according to 2 cabinet ministers who attended the meeting barakravid
68a5bea01ec1fa2c5e976880,1.21568e+18,bdssupporters pervasive antisemitic rhetoric among boycott supporters that too often equates all things israel and jewish with the oppression of palestinian rights jstreetdotorg
68a5bea01ec1fa2c5e976881,1.25025e+18,"alison weir despite coronaviruscaused cutbacks israel expects to get full 38 billion
while thousands of americans out of work amp tens of millions impacted by coronavirus cutbacks experts expect israel will get its full massive aid package
abc
read httpstcou5rbgfnogw httpstco8zckw0evc5"
68a5bea01ec1fa2c5e976882,1.22968e+18,israel shot 8 yearold malek issa between the eyes after he bought a sandwich from a shop it was no accident its what israeli soldiers do httpstcob4pf92ecib
68a5bea01ec1fa2c5e976883,1.23194e+18,rt criostoirreturn coronavirus in israel httpstcoyfe0b7xivf httpstcoxzymbjieim
68a5bea01ec1fa2c5e976884,1.22019e+18,lsarsour america and israel will remain strong
68a5bea01ec1fa2c5e976885,1.2513e+18,"caroleannesr acosta us alerted israel nato to disease outbreak in china in november   tv report whitehouse 

httpstcoelfe0rx9t7"
68a5bea01ec1fa2c5e976886,1.25104e+18,realdonaldtrump stop lying  in november 2019 you sent an urgent national security notice to israel  not to the american people  that there was a coronavirus outbreak in china httpstco1o15oedmw3
68a5bea01ec1fa2c5e976887,1.24628e+18,the land of israel httpstcodzalbovwh5
68a5bea01ec1fa2c5e976888,1.22828e+18,"rt phatill israel adesanyas uncensored speech after been named new zealand sportsman of the year



httpstcou67rvyavkq"
68a5bea01ec1fa2c5e976889,1.23658e+18,"i fed his leg up  i did what i had to do to win that fight

israel adesanya laid out the strategy that helped him win at ufc248 httpstcoci2izfirmw"
68a5bea01ec1fa2c5e97688a,1.23058e+18,how you know we are messed up in africa egypt have memorials of enslaving the children of israel german have loads of 2nd world war memorials mushroom cloud is a reminder of hiroshima please where is the memorial of what our forefathers did that cannot be forgiven self what
68a5bea01ec1fa2c5e97688b,1.24163e+18,israel must lift the blockade nearly 2 million palestinians have just 62 ventilators 160 test kits amp insufficient medicines to survive covid19 httpstcoa1wzovd3ci
68a5bea01ec1fa2c5e97688c,1.22581e+18,israels gunmen turned 155 gazans into amputees amp paralysed 27 in just 2yrs when specialist treatment was needed israel forbid that too httpstcoqziohehlpg
68a5bea01ec1fa2c5e97688d,1.24987e+18,israel more like isfake
68a5bea01ec1fa2c5e97688e,1.21565e+18,israel won t let me in to palestine to see my family but random western christians who have no connection to the land have a  birthright  lmao ok
68a5bea01ec1fa2c5e97688f,1.23765e+18,"rashida tlaib pushing linda sarsours antiamerican jihadi filth while sporting a tshirt showing a total takeover of israel by palestinians
no its not antisemitic just art from her grandmother in palestine httpstcowuueaptmkj"
68a5bea01ec1fa2c5e976890,1.22886e+18,"a palestinianborn antiisrael activist amp nyu prof amin husain recently deleted most of his social media posts  seems he doesnt want to be held responsible for the thuggery he encourages
httpstcokp5vubsp04"
68a5bea01ec1fa2c5e976891,1.22293e+18," it is difficult to understand how in 2020 israel can make the case for a system of governance that just a few decades ago was globally repudiated when it existed in south africa 

httpstcouaaeuq9wfs"
68a5bea01ec1fa2c5e976892,1.24257e+18,so much for the big israel apartheid lie
68a5bea01ec1fa2c5e976893,1.25126e+18,realdonaldtrump no they re losing jobs because you unleashed a deadly pandemic on america one the us warned israel about in november and you were calling a hoex in march you lying racist grim reaping son of a klansman
68a5bea01ec1fa2c5e976894,1.2336e+18,rt simonmaginn israel set to be investigated for war crimes in palestinian territories icc announces httpstcom2bztcuh74
68a5bea01ec1fa2c5e976895,1.2508e+18,israel is shutting down covid19 clinics in palestine and they arrested the staff palestinians don t even have the right to get tested for corona during a pandemic i m so tired of seeing my peoples basic human rights constantly being violated
68a5bea01ec1fa2c5e976896,1.2312e+18,check out israel 1964 congress tel aviv histadrut israel  bronze medal 120 gr httpstco1cpyuvu0ks ebay
68a5bea01ec1fa2c5e976897,1.2254e+18,ken loach is right people are accused of antisemitism for criticising israel however as with jeremy corbyn  this only happens though in support of palestine httpstcowrxpvyjexu
68a5bea01ec1fa2c5e976898,1.22692e+18,israel is in big trouble their prosperity is blinding them from their true condition they blame the government for the troubles in their own hearts and they are trying to outdo each other in calf worship how will god respond ttb biblebus god httpstcoygffmlh1ak
68a5bea01ec1fa2c5e976899,1.23721e+18,anyone entering israel will have to be quarantined for at least 2 weeks netanyahu says effectively stopping tourism the measure will be in effect for at least 2 weeks httpstcolf3yrorlyi
68a5bea01ec1fa2c5e97689a,1.21527e+18,"he concluded with a request that the uk thinks carefully in the future before voting against israel at the un

israel is being singled out amp to borrow a phrase with nauseating frequency amp we are joining in  the singling out of the jewish state is wrong and unjustified

33 httpstcox3t1xfqooa"
68a5bea01ec1fa2c5e97689b,1.22139e+18,rt spectatorindex breaking israel will permit its citizens to travel to saudi arabia for both religious and business purposes
68a5bea01ec1fa2c5e97689c,1.21364e+18,israel security forces take away 5 tractors in the occupied west bank httpstcovwtlahv57t
68a5bea01ec1fa2c5e97689d,1.24833e+18,"ephraimodhiamb3 thesixthsealofgod the ox knows its master the donkey its owner s manger but israel does not know my people do not understand 
isaiah 13 niv"
68a5bea01ec1fa2c5e97689e,1.24469e+18,"i call on israel and the world on palestinelandday and every day to end the blockade of gaza
greatreturnmarch   
returninourlifetime httpstconkwyi71eag"
68a5bea01ec1fa2c5e97689f,1.24468e+18,"david friedman and his wife tammy donate 50000 to leket israel israels largest food aid organization 
thank you usambisrael your generousity is boundless 
httpstcomwqbsnpfkh"
68a5bea01ec1fa2c5e9768a0,1.24772e+18,us gov gives 1m masks to israel during shortage coronavirus censorship amp trump  holds  who funding httpstcofj35kitt5c httpstco42fy9a2qjg
68a5bea01ec1fa2c5e9768a1,1.21381e+18,rt haaretzcom netanyahu accidentally calls israel a nuclear power httpstcoyvsbd4vcie
68a5bea01ec1fa2c5e9768a2,1.23202e+18,imshin they look not bad despite the genocide that israel is committing they eat well get married kiss shoot and cry httpstco2xdmzvu88a
68a5bea01ec1fa2c5e9768a3,1.24525e+18,originalcc11 uh i mean you got israel kuwait uae saudi arabia do i need to continue
68a5bea01ec1fa2c5e9768a4,1.22242e+18,benshapiro im curious what you think of how israel treats palestinians for example cutting off electricity or water also dumping trash on them from higher apartments ps i love your work and enjoy watching you debate
68a5bea01ec1fa2c5e9768a5,1.2254e+18,"_what israel gains_

_settlers will no longer be subject to military management_
_settlement limitations will be removed in the future_
_israel will control 30 of the west bank_

_what the us will give israel_

_consent for israel s control over settlements_"
68a5bea01ec1fa2c5e9768a6,1.23344e+18,rt jordansekulow radio israel makes potential breakthrough in race for coronavirus vaccine httpstcoewd7lpha5c
68a5bea01ec1fa2c5e9768a7,1.21489e+18,"iran today

 fired missiles at us base in iraq

 threatened to strike locations in israel and the uae

 qassem soleimani buried

 ukrainian boeing 737 with 180 passengers crashes near tehran

 49 magnitude earthquake in countrys southwestern region"
68a5bea01ec1fa2c5e9768a8,1.24661e+18,   maga the limit of israel by and large might have been due to a bad a e s t h e t i c rawr xd fake             
68a5bea01ec1fa2c5e9768a9,1.21501e+18,"poland s president andrzej duda won t attend a commemoration in israel to mark the 75th anniversary of the liberation of the auschwitz nazi death camp which was located in poland because he was not asked to speak at the forum
httpstcof7kwpxkhs5"
68a5bea01ec1fa2c5e9768aa,1.24802e+18,wishing a happy passover to those celebrating in the united states israel and around the world httpstco83odnd9yvh
68a5bea01ec1fa2c5e9768ab,1.23317e+18,israel is an illegally established apartheid state for the past 71 years they have killed tens of thousands of palestinians confiscated palestinian land and built a wall to keep palestinians trapped with no access to the sea or border
68a5bea01ec1fa2c5e9768ac,1.2429e+18,rt heytammybruce antisemites  celebrate  as israel announces first coronavirus death httpstcommqrudj9jk via nyjooo
68a5bea01ec1fa2c5e9768ad,1.24827e+18,"we condemn the racist apartheid state of israel for continuing with its relentless war against the people of palestine we demand an end to sanctions in gaza
endsanctionssavelives
antiimperial_20 
tri_continental 
saftu_media bdsmovement pscabi_gaza iaw_africa httpstcoumpvvrxkvu"
68a5bea01ec1fa2c5e9768ae,1.21566e+18,"vital how israel is flooding europe with muslims video 
httpstcotgeor7prgy 
  veterans today  military foreign affairs policy journal for clandestine services httpstco0gjcmfwwyf"
68a5bea01ec1fa2c5e9768af,1.25164e+18,citizens of israel our accomplishments measure up to every global standard all the more so since we live in a very small and crowded country therefore your achievement here is very important
68a5bea01ec1fa2c5e9768b0,1.22227e+18,idf believes a mortar was shot into israel and landed in an open space a short time ago
68a5bea01ec1fa2c5e9768b1,1.24538e+18,ericleiderman mdais israel is in europe
68a5bea01ec1fa2c5e9768b2,1.23104e+18,"this israeli girl said

they have a university in gaza theyre not opressed

where is the correlation

israel doesnt allow gaza to export gas or anything out of gaza they live in an open air prison httpstcosy4h9iyuxl"
68a5bea01ec1fa2c5e9768b3,1.23871e+18,proustmalone stanleycohenlaw so has israel discovered a vaccine the problem is we do not ok vaccines unless they are tested ie 6 months
68a5bea01ec1fa2c5e9768b4,1.2442e+18,trainersandtea pip_davies israel at home weren t it
68a5bea01ec1fa2c5e9768b5,1.25543e+18,"rt haiderrr313 no doubt israel is a terrorist state

israel httpstcokxmja0yf83"
68a5bea01ec1fa2c5e9768b6,1.21502e+18,"breaking ilhan  israel hypnotizes the world  omar admits that when she seeks sanctions against israel it s really  economic warfare 

ilhan your antisemitism is showing"
68a5bea01ec1fa2c5e9768b7,1.22149e+18,"why are turkey greece israel egypt libya and other neighbouring countries fighting over maps and maritime boundaries because of the worlds largest untapped source of natural gas sitting under the mediterranean sea 
httpstcoerg1gan6i6"
68a5bea01ec1fa2c5e9768b8,1.25237e+18,rt jiwas64 i will attempt to ratio the state of israel with brawl koopa hopping httpstcoqtuzsqjqjw
68a5bea01ec1fa2c5e9768b9,1.22227e+18,"trump plan 

  conditional state for palestinians
  jerusalem undivided capital for israel but palestinians capital somewhere in e j
  conceptual map 
  only netanyahu on podium
  no saudi or jordan or palestinian or egypt representation in room  httpstcopd3gpaznla"
68a5bea01ec1fa2c5e9768ba,1.24572e+18,"coronavirus wrap europe cases breach 500 000 israel health minister contracts covid19 and philippines ambassador to lebanon dies  coronaviruspandemic

httpstcookkreyw8vw httpstcovizjzi4hed"
68a5bea01ec1fa2c5e9768bb,1.22329e+18,"if israel is a jewish country and has a right to be jewish if ghana is a black country and has a right to be black then why dont we have the right to keep a white country white

 united states navy commander and world war two veteran george lincoln rockwell httpstcodwn6anf70p"
68a5bea01ec1fa2c5e9768bc,1.22915e+18,"1 chronicles 410
 and jabez called on the god of israel saying  oh that you would bless me indeed and enlarge my territory that your hand would be with me and that you would keep me from evil that i may not cause pain  so god granted him what he requested 

i asked"
68a5bea01ec1fa2c5e9768bd,1.23114e+18,lool the only higher power that has a covenant with israel is britain and american considering they the god ma of the planet as we have it today yeah god got a covenant with israel
68a5bea01ec1fa2c5e9768be,1.2452e+18,shirasilkoff jasminelev4 samslamdunkiam some view israel as a way of dumping off their jewish populations jews cant live in new york if they move to tel aviv others view israel as a western bulwark pushing western culture on middle east mohammadean savages
68a5bea01ec1fa2c5e9768bf,1.21791e+18,unbelievable at tower hamlets once again antiisrael corbynites are attacking the definition of antisemitism they just want the right to hate jews and are unhappy the council disagree with them expect trouble this evening httpstco00sd3fxfjb
68a5bea01ec1fa2c5e9768c0,1.23896e+18,rt jsolomonreports france spain and israel take more drastic actions to slow virus outbreak httpstco8rfuzdbpuf
